Experiment ID,ts,drug concentration (uM),spheroIndex,Area (um2),Perimeter (um),Solidity,Equivalent Diameter (um),Circularity,Mean grey value,Homogeneity,Energy,Correlation,UniqueIdentifier,2 classes encoded,Growth1-0,Growth2-1,Growth2-0,Grey1-0,Grey2-1,Grey2-0
1305,0,2.0,5,18114.7442,686.125798338,0.802873293,151.86970946699998,0.483542411,472.5504893,0.959132878,0.889173669,0.910292147,"(1305_A, 5, 2.0)",,,,,,,
1305,0,2.0,6,20628.1716,743.3594947739999,0.823679185,162.0635795396,0.469107972,461.5924102,0.967771116,0.905749004,0.917044959,"(1305_A, 6, 2.0)",,,,,,,
1305,0,2.0,7,14511.9878,499.746468728,0.930811179,135.93099991239998,0.730192387,589.0722612,0.9740854,0.931559339,0.906097286,"(1305_A, 7, 2.0)",,,,,,,
1305,0,2.0,8,14788.3054,536.1657986639999,0.895719343,137.2190046572,0.646442736,649.4015641,0.972281187,0.932619619,0.900938143,"(1305_A, 8, 2.0)",,,,,,,
1305,0,2.0,9,15425.961399999998,516.6057970339999,0.917799557,140.1461525284,0.726346007,601.2495955,0.971699278,0.92984057,0.893963448,"(1305_A, 9, 2.0)",,,,,,,
1305,0,2.0,10,15936.0862,538.8664693799999,0.908512572,142.4445686496,0.68965075,617.1825836,0.974000911,0.927704863,0.913355722,"(1305_A, 10, 2.0)",,,,,,,
1305,0,2.0,11,16148.6382,625.671848474,0.836959515,143.3913691456,0.518385135,560.8103722,0.973097045,0.925798048,0.911426178,"(1305_A, 11, 2.0)",,,,,,,
1305,0,2.0,12,16398.3868,538.0754626539999,0.924505692,144.49593261459998,0.711745311,541.9038388,0.969439606,0.92548924,0.913724979,"(1305_A, 12, 2.0)",,,,,,,
1305,0,2.0,13,13794.6248,477.81344529,0.946409041,132.52872066799998,0.759281859,620.7589053,0.975974269,0.937361896,0.919098692,"(1305_A, 13, 2.0)",,,,,,,
1305,0,2.0,16,12041.0708,567.974789982,0.777091907,123.8190918226,0.469047532,627.8504821,0.974912013,0.943622651,0.90124185,"(1305_A, 16, 2.0)",,,,,,,
1305,0,2.0,18,11801.9498,533.465125666,0.849330784,122.58347844,0.521136582,584.9985518,0.974341315,0.944811307,0.899087444,"(1305_A, 18, 2.0)",,,,,,,
1305,0,2.0,19,11722.2428,473.99411731,0.90372798,122.16883027059998,0.655653937,660.4877639,0.976522397,0.94584868,0.889037837,"(1305_A, 19, 2.0)",,,,,,,
1305,0,5.0,2,18040.351,563.8278150499999,0.917319643,151.55754119059998,0.713118746,488.5381155,0.958671262,0.918321118,0.91068869,"(1305_A, 2, 5.0)",,,,,,,
1305,0,5.0,4,23439.1718,949.434537532,0.738119143,172.7532356608,0.326754874,396.8002409,0.944854526,0.891423074,0.906164643,"(1305_A, 4, 5.0)",,,,,,,
1305,0,5.0,11,14517.3016,523.453444638,0.919246299,135.9558843074,0.665793636,526.5936613,0.968415081,0.933602245,0.915058808,"(1305_A, 11, 5.0)",,,,,,,
1305,0,5.0,12,13619.2694,524.244452994,0.905014124,131.68368299539998,0.622724549,544.1193641,0.970533603,0.937353075,0.900665848,"(1305_A, 12, 5.0)",,,,,,,
1305,0,5.0,13,18943.697,600.2471433559999,0.912932138,155.3057118792,0.660715354,495.4903111,0.964463901,0.914133983,0.921597822,"(1305_A, 13, 5.0)",,,,,,,
1305,0,5.0,14,12880.651199999998,501.656133044,0.880813953,128.0630878428,0.643184296,540.2651593,0.978292112,0.940621602,0.917137587,"(1305_A, 14, 5.0)",,,,,,,
1305,0,5.0,15,14979.6022,650.16983111,0.788972852,138.1036635548,0.445303919,590.3841938,0.970690491,0.930513589,0.900522923,"(1305_A, 15, 5.0)",,,,,,,
1305,0,5.0,17,14767.0502,674.6678140719999,0.762623491,137.1203568942,0.407683966,505.8700233,0.959644182,0.920893178,0.888435761,"(1305_A, 17, 5.0)",,,,,,,
1305,0,5.0,18,9936.806,427.89075558,0.921182266,112.48081769059998,0.682010196,626.9179621,0.978235089,0.953818404,0.898706822,"(1305_A, 18, 5.0)",,,,,,,
1305,0,10.0,2,16621.5664,544.595460698,0.911421911,145.4758936676,0.704261227,777.4707957,0.96907183,0.924710057,0.894678277,"(1305_A, 2, 10.0)",,,,,,,
1305,0,10.0,3,17535.539999999997,578.7774777359999,0.90884054,149.4220297144,0.657818014,608.6067315,0.968599985,0.920318016,0.92137459,"(1305_A, 3, 10.0)",,,,,,,
1305,0,10.0,4,19012.7764,639.694789656,0.856390618,155.5886202864,0.583861419,650.7986399,0.962110655,0.913473827,0.916390831,"(1305_A, 4, 10.0)",,,,,,,
1305,0,10.0,5,21611.2246,881.0705028040001,0.737042407,165.8802754282,0.349838754,594.2669504,0.956341547,0.900551043,0.91241576,"(1305_A, 5, 10.0)",,,,,,,
1305,0,10.0,6,15553.4926,529.6457967079999,0.916405761,140.7242759406,0.696733561,738.5492674,0.971219994,0.929380242,0.895518689,"(1305_A, 6, 10.0)",,,,,,,
1305,0,10.0,7,15665.0824,585.2974787139999,0.867313916,141.22819259219995,0.574631251,541.8879085,0.966092159,0.928300724,0.908555665,"(1305_A, 7, 10.0)",,,,,,,
1305,0,10.0,12,15457.8442,559.54512534,0.876997287,140.2909067322,0.620423953,620.0107454,0.974646645,0.929414292,0.912134455,"(1305_A, 12, 10.0)",,,,,,,
1305,0,10.0,13,14315.3772,495.13613337,0.92039631,135.0070529618,0.733775857,520.1160516,0.975045731,0.934959168,0.90975902,"(1305_A, 13, 10.0)",,,,,,,
1305,0,10.0,14,19650.4324,671.639494774,0.85050598,158.1761916594,0.547405962,596.8091342,0.966731273,0.911068042,0.919380139,"(1305_A, 14, 10.0)",,,,,,,
1305,0,10.0,15,17227.3396,636.994116332,0.874797625,148.1031060864,0.533528025,564.2454307,0.969127293,0.921742365,0.932314628,"(1305_A, 15, 10.0)",,,,,,,
1305,0,10.0,16,13948.725,504.684453646,0.91559121,133.26690613559998,0.688183922,689.2063445,0.976579267,0.936370296,0.917027773,"(1305_A, 16, 10.0)",,,,,,,
1305,0,10.0,17,12227.0538,495.927142378,0.895679253,124.771665094,0.624735134,658.3523837,0.976231094,0.943676594,0.894800721,"(1305_A, 17, 10.0)",,,,,,,
1305,0,10.0,18,11594.7116,439.812100598,0.942548596,121.5024498564,0.753243629,638.6158325,0.975926228,0.946605398,0.894430286,"(1305_A, 18, 10.0)",,,,,,,
1305,0,10.0,19,13996.5492,489.734790634,0.936034115,133.495168206,0.733345995,548.201501,0.972239173,0.936253102,0.911208042,"(1305_A, 19, 10.0)",,,,,,,
1305,0,20.0,1,15808.554999999998,506.266469706,0.947150589,141.87345547619998,0.775074964,652.8623641,0.965767692,0.928330682,0.902509083,"(1305_A, 1, 20.0)",,,,,,,
1305,0,20.0,3,22227.6254,744.15050313,0.858932238,168.22928296779995,0.504407312,626.9766769,0.947546959,0.898723036,0.901473414,"(1305_A, 3, 20.0)",,,,,,,
1305,0,20.0,13,22238.253,754.48983111,0.824793063,168.2694955242,0.490912114,374.2134842,0.951504928,0.899072721,0.923450513,"(1305_A, 13, 20.0)",,,,,,,
1305,0,20.0,18,18242.2754,803.293865186,0.731203408,152.4033674898,0.355254814,523.9385785,0.953159892,0.915159338,0.890082918,"(1305_A, 18, 20.0)",,,,,,,
