Area_lag0	Circularity_lag0	ClassN2_lag0	Correlation_lag0	Energy_lag0	EqDiameter_lag0	Grey1.0_lag0	Grey2.0_lag0	Grey2.1_lag0	Growth1.0_lag0	Growth2.0_lag0	Growth2.1_lag0	Homogeneity_lag0	MeanGreyValue_lag0	Perimeter_lag0	Solidity_lag0	Area_lag+1	Circularity_lag+1	ClassN2_lag+1	Correlation_lag+1	Energy_lag+1	EqDiameter_lag+1	Grey1.0_lag+1	Grey2.0_lag+1	Grey2.1_lag+1	Growth1.0_lag+1	Growth2.0_lag+1	Growth2.1_lag+1	Homogeneity_lag+1	MeanGreyValue_lag+1	Perimeter_lag+1	Solidity_lag+1	Area_lag+2	Circularity_lag+2	ClassN2_lag+2	Correlation_lag+2	Energy_lag+2	EqDiameter_lag+2	Grey1.0_lag+2	Grey2.0_lag+2	Grey2.1_lag+2	Growth1.0_lag+2	Growth2.0_lag+2	Growth2.1_lag+2	Homogeneity_lag+2	MeanGreyValue_lag+2	Perimeter_lag+2	Solidity_lag+2
14304.7496	0.590846892	NA	0.915594338	0.934286398	134.9569296794	NA	NA	NA	NA	NA	NA	0.971130803	324.6596232	551.578823406	0.86503856	16419.642	0.679341833	NA	0.871962938	0.925506243	144.5895484046	675.7958598	NA	NA	2114.8924	NA	NA	0.974425539	1000.455483	551.115460698	0.901663262	16690.6458	0.719315488	1	0.872853842	0.924498125	145.7778798556	NA	764.3005458	88.504686	NA	2385.8962	271.003799999999	0.977991296	1088.960169	539.98512534	0.930942501
16169.8934	0.822477847	NA	0.928000194	0.927083041	143.4857055912	NA	NA	NA	NA	NA	NA	0.971944135	395.2283071	497.045797034	0.959331652	26834.69	0.828653306	NA	0.948111158	0.881319633	184.8431455966	-94.6590137	NA	NA	10664.7966	NA	NA	0.963947243	300.5692934	637.92083914	0.963740458	39093.6266	0.785730164	0	0.940179763	0.828954434	223.1043507892	NA	9.25635560000001	103.9153693	NA	22923.7332	12258.9366	0.943704067	404.4846627	790.717224634	0.95520644
13247.3034	0.861886969	NA	0.927089624	0.939858758	129.8729785222	NA	NA	NA	NA	NA	NA	0.979983201	396.6531234	439.484452994	0.971551052	23109.7162	0.629982152	NA	0.922733739	0.896343655	171.5348493244	55.7716869	NA	NA	9862.4128	NA	NA	0.959786579	452.4248103	678.950504434	0.894303928	34762.8796	0.575999426	0	0.9228927	0.845772429	210.3841082152	NA	48.0902576	-7.68142929999999	NA	21515.5762	11653.1634	0.945352307	444.743381	870.866889602	0.906219698
15234.6646	0.863105779	NA	0.924055824	0.931220911	139.2744679418	NA	NA	NA	NA	NA	NA	0.974607174	330.0873994	470.965797034	0.977164281	24220.3004	0.650498733	NA	0.920931076	0.891341812	175.6082123806	122.3117931	NA	NA	8985.6358	NA	NA	0.959544696	452.3991925	684.024200544	0.930014283	35087.0214	0.836135654	0	0.935497694	0.845722771	211.3626815514	NA	73.5746578	-48.7371353	NA	19852.3568	10866.721	0.9446798	403.6620572	726.172522124	0.971743929
17004.16	0.759447475	NA	0.930378869	0.923289368	147.1406433768	NA	NA	NA	NA	NA	NA	0.969990904	261.6961321	530.43680702	0.943674432	19932.0638	0.737118964	NA	0.86223459	0.91064488	159.3056553996	801.9624069	NA	NA	2927.9038	NA	NA	0.972103493	1063.658539	582.92445332	0.937984496	21324.2794	0.717680211	1	0.867124893	0.904806475	164.7753494798	NA	851.4038409	49.4414340000001	NA	4320.1194	1392.2156	0.973427876	1113.099973	611.04983111	0.936522754
15872.3206	0.874841493	NA	0.930872342	0.928528654	142.1592988614	NA	NA	NA	NA	NA	NA	0.97331093	314.0864525	477.485798338	0.973281199	22838.7124	0.82879162	NA	0.917789161	0.898424196	170.5261029278	161.9008212	NA	NA	6966.3918	NA	NA	0.964985767	475.9872737	588.461513442	0.966059789	28386.3196	0.78813573	0	0.912456403	0.873914773	190.1120318268	NA	324.1377963	162.2369751	NA	12513.999	5547.6072	0.95275968	638.2242488	672.758150082	0.953077609
14384.4566	0.792834259	NA	0.910699995	0.934581916	135.3324017768	NA	NA	NA	NA	NA	NA	0.972279846	336.348585	477.485797034	0.947497375	18529.2206	0.617748513	NA	0.874955127	0.915996284	153.5973189852	671.527471	NA	NA	4144.764	NA	NA	0.972816145	1007.876056	613.942436934	0.893644285	18678.007	0.73249995	1	0.86861459	0.916104628	154.2127657788	NA	577.5945632	-93.9329078	NA	4293.5504	148.786400000001	0.974956793	913.9431482	566.06512534	0.934591864
17907.506	0.769502325	NA	0.935059179	0.919248234	150.9984926578	NA	NA	NA	NA	NA	NA	0.971201174	278.9353527	540.776133696	0.94055261	20442.1886	0.757686731	NA	0.889260105	0.908863401	161.3313450716	576.1565271	NA	NA	2534.6826	NA	NA	0.976888872	855.0918798	582.269157786	0.940586797	23779.255	0.674809175	1	0.865657611	0.893568541	174.001976444	NA	807.8479223	231.6913952	NA	5871.749	3337.0664	0.968291862	1086.783275	665.447142704	0.920971393
15738.2163479457	0.673560302	NA	0.9124437175	0.954205458	141.557477444946	NA	NA	NA	NA	NA	NA	0.98246516	288.89176265	862.764873542	0.904276523	16605.625	0.67954804	NA	0.856960667	0.924820918	145.406115454	797.51901235	NA	NA	867.408652054313	NA	NA	0.97392159	1086.410775	554.143780322	0.914812646	18763.0278	0.534253081	1	0.868487798	0.91479248	154.5633493736	NA	572.72204655	-224.7969658	NA	3024.81145205431	2157.4028	0.972873683	861.6138092	664.328486092	0.873577437
22429.5498	0.575068454	NA	0.930316048	0.89907854	168.9916855084	NA	NA	NA	NA	NA	NA	0.96785945	382.5129812	700.092521146	0.881578947	30772.2158	0.82030385	NA	0.930618988	0.864100522	197.9404002268	14.5534164	NA	NA	8342.666	NA	NA	0.950738561	397.0663976	686.589158764	0.965005832	45831.525	0.830933266	0	0.942814274	0.800722874	241.5667817154	NA	6.01126840000001	-8.542148	NA	23401.9752	15059.3092	0.934360793	388.5242496	832.537899588	0.965845465
15750.1032	0.617379565	NA	0.921882028	0.928308959	141.6109255246	NA	NA	NA	NA	NA	NA	0.974703434	285.9773712	566.20083914	0.892771084	26032.3062	0.732786402	NA	0.928452202	0.884091042	182.0586765154	119.735921	NA	NA	10282.203	NA	NA	0.956928267	405.7132922	668.147816028	0.931014823	38137.1426	0.818282148	0	0.936310047	0.832797265	220.3581586394	NA	113.4134417	-6.3224793	NA	22387.0394	12104.8364	0.942208551	399.3908129	765.292521146	0.968817495
15335.6268	0.716783455	NA	0.923907778	0.930519576	139.7352012968	NA	NA	NA	NA	NA	NA	0.975076169	417.2813752	518.515462328	0.921161826	16138.0106	0.737890929	NA	0.847836601	0.92705385	143.3441776464	725.3897068	NA	NA	802.383800000001	NA	NA	0.976761563	1142.671082	524.244453646	0.929030284	17572.7366	0.716230276	1	0.869257082	0.920922387	149.580423693	NA	632.2795478	-93.1101590000001	NA	2237.1098	1434.726	0.978520424	1049.560923	555.262436282	0.928411005
15139.0162	0.703662975	NA	0.925195378	0.931052324	138.8365733318	NA	NA	NA	NA	NA	NA	0.97533814	451.9565465	519.961764262	0.929223744	21218.0034	0.654537888	NA	0.927868294	0.904638244	164.3642327054	12.6683834	NA	NA	6078.9872	NA	NA	0.965139087	464.6249299	638.24848707	0.895492263	25267.119	0.732748645	0	0.91570711	0.887256047	179.3630260038	NA	188.5664697	175.8980863	NA	10128.1028	4049.1156	0.961951909	640.5230162	658.271849126	0.945140131
17105.1222	0.698819685	NA	0.917605243	0.922431823	147.576820684	NA	NA	NA	NA	NA	NA	0.96843499	363.9099432	554.607141726	0.91267366	18773.6554	0.762629621	NA	0.873588919	0.915426316	154.6071164384	457.4577469	NA	NA	1668.5332	NA	NA	0.968597442	821.3676901	556.18915746	0.947438992	18667.3794	0.734985243	1	0.835656396	0.916034517	154.1688867656	NA	698.9175748	241.4598279	NA	1562.2572	-106.276000000002	0.970745339	1062.827518	564.946470358	0.93406009
13231.362	0.82875262	NA	0.935763664	0.939898406	129.7948124264	NA	NA	NA	NA	NA	NA	0.977091772	98.06304743	447.91411731	0.959167951	16834.1184	0.634971783	NA	0.88464732	0.923543604	146.4030916532	800.42372187	NA	NA	3602.7564	NA	NA	0.973721786	898.4867693	577.19546135	0.912442396	15468.4718	0.77831931	1	0.878056963	0.930196054	140.3391249684	NA	811.60754447	11.1838226	NA	2237.1098	-1365.6466	0.979157518	909.6705919	499.746469054	0.948826597
21202.062	0.670683928	NA	0.933491701	0.905031288	164.302476439	NA	NA	NA	NA	NA	NA	0.964050009	325.4565269	630.282186114	0.912417105	28731.7166	0.773452281	NA	0.94256564	0.872897977	191.2651504204	0.095468100000005	NA	NA	7529.6546	NA	NA	0.958078393	325.551995	683.233192188	0.941330084	40060.7382	0.878493779	0	0.937033279	0.824741028	225.847107714	NA	116.8911168	116.7956487	NA	18858.6762	11329.0216	0.934544962	442.3476437	756.998572912	0.981257321
16005.1656	0.777409559	NA	0.917133258	0.927650745	142.7529676162	NA	NA	NA	NA	NA	NA	0.973864355	418.1096475	508.639495426	0.947467757	24379.7144	0.862184063	NA	0.933639901	0.891678657	176.1851766346	-18.7439352	NA	NA	8374.5488	NA	NA	0.96063117	399.3657123	596.100166794	0.97741798	37409.152	0.867390659	0	0.9427851	0.836533334	218.2448433948	NA	-56.7205192	-37.976584	NA	21403.9864	13029.4376	0.946712952	361.3891283	736.184201522	0.977777778
14655.4604	0.797621819	NA	0.927946214	0.933541668	136.6012874366	NA	NA	NA	NA	NA	NA	0.974548519	282.5826789	480.514117962	0.953335638	23077.8334	0.852099264	NA	0.926193539	0.897147379	171.4164813976	74.4995496	NA	NA	8422.373	NA	NA	0.959956008	357.0822285	583.387814724	0.974422257	32881.7944	0.851524968	0	0.927563005	0.85522691	204.6128073458	NA	263.6609771	189.1614275	NA	18226.334	9803.961	0.947259831	546.243656	696.600839466	0.974028018
14251.6116	0.871510805	NA	0.933210356	0.935597418	134.7060335268	NA	NA	NA	NA	NA	NA	0.97785586	285.4409566	453.315462654	0.979189485	18120.058	0.742400475	NA	0.862010155	0.918523583	151.8919826672	833.9388194	NA	NA	3868.4464	NA	NA	0.97306183	1119.379776	553.81613337	0.930930931	19862.9844	0.673722201	1	0.881784849	0.910709936	159.029359609	NA	756.2047814	-77.7340380000001	NA	5611.3728	1742.9264	0.972138877	1041.645738	608.676806694	0.903334944
14979.6022	0.876868875	NA	0.914560215	0.932477357	138.1036635548	NA	NA	NA	NA	NA	NA	0.982942608	577.4564076	463.32714466	0.97712305	21457.1244	0.769849456	NA	0.92409595	0.904104526	165.2878074944	-41.9332011	NA	NA	6477.5222	NA	NA	0.967635765	535.5232065	591.817479366	0.94500351	26962.2212	0.734294441	0	0.897217425	0.88011536	185.2818562172	NA	149.4469363	191.3801374	NA	11982.619	5505.0968	0.958686631	726.9033439	679.278150734	0.925743477
11892.2844	0.683848674	NA	0.91177303	0.945188523	123.051723976	NA	NA	NA	NA	NA	NA	0.976676927	298.8476706	467.474117962	0.913469388	15075.2506	0.656244772	NA	0.889369839	0.931344514	138.5438746882	655.8920067	NA	NA	3182.9662	NA	NA	0.978271184	954.7396773	537.284452994	0.905232929	14724.5398	0.683179906	1	0.893943879	0.93298061	136.9228481642	NA	812.4378274	156.5458207	NA	2832.2554	-350.710800000001	0.982347207	1111.285498	520.425125014	0.915730337
13215.4206	0.782695918	NA	0.918661613	0.939756985	129.716599191	NA	NA	NA	NA	NA	NA	0.976143707	317.1239904	460.626471336	0.955069124	16839.4322	0.769962581	NA	0.906566984	0.924104269	146.4261963816	419.0923953	NA	NA	3624.0116	NA	NA	0.977218172	736.2163857	524.244452994	0.941753343	17041.3566	0.511561301	1	0.864430885	0.921932273	147.301490538	NA	669.2551357	250.1627404	NA	3825.936	201.9244	0.973634491	986.3791261	647.005798012	0.857486631
13422.6588	0.885456457	NA	0.916975513	0.939114436	130.7297210944	NA	NA	NA	NA	NA	NA	0.97648554	265.4502553	436.456135326	0.979069767	17705.5816	0.616858945	NA	0.893811164	0.919589722	150.14475235	624.9637466	NA	NA	4282.9228	NA	NA	0.974545169	890.4140019	600.574788678	0.889007471	18842.7348	0.739816304	1	0.867373957	0.915104611	154.8913008422	NA	726.8619364	101.8981898	NA	5420.076	1137.1532	0.9699451	992.3121917	565.73747904	0.929732564
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25564.6918	0.838023273	NA	0.943484287	0.886776207	180.4161205276	NA	NA	NA	NA	NA	NA	0.964551215	295.6973435	619.15184717	0.970350948	37329.445	0.870050501	0	0.949902187	0.837438898	218.0122142284	NA	NA	31.7670991	NA	NA	11764.7532	0.954928007	327.4644426	734.274536554	0.981693684
18274.1582	0.38867955	NA	0.916506224	0.915465857	152.5364902744	NA	NA	NA	NA	NA	NA	0.967267491	372.5363452	768.64848707	0.789848415	23428.5442	0.84925	NA	0.942969922	0.895819878	172.7140670216	-61.431324	NA	NA	5154.386	NA	NA	0.964107072	311.1050212	588.789160068	0.974364641	35342.0838	0.857543808	0	0.935895405	0.844986209	212.1295328184	NA	86.6693620999999	148.1006861	NA	17067.9256	11913.5396	0.94717052	459.2057073	719.652519842	0.980395047
14023.1182	0.799831124	NA	0.923158734	0.936133584	133.6218119688	NA	NA	NA	NA	NA	NA	0.97483837	295.6093739	469.383781626	0.961384335	16780.9804	0.637903117	NA	0.852265228	0.923831774	146.1718435532	744.0385821	NA	NA	2757.8622	NA	NA	0.975143421	1039.647956	574.958150734	0.8786867	16711.901	0.717256645	1	0.86817753	0.924564446	145.8706729194	NA	784.7112411	40.6726590000001	NA	2688.7828	-69.0794000000024	0.977132859	1080.320615	541.103781626	0.930198166
15675.71	0.732678861	NA	0.924410925	0.929053417	141.2760909246	NA	NA	NA	NA	NA	NA	0.97264484	344.5010228	518.515461676	0.924185464	20596.2888	0.646920637	NA	0.911507553	0.906990173	161.9382887746	109.7719242	NA	NA	4920.5788	NA	NA	0.962386451	454.272947	632.519495426	0.899512648	25745.361	0.752781866	0	0.89828017	0.885279585	181.0525109304	NA	314.6798905	204.9079663	NA	10069.651	5149.0722	0.955641041	659.1809133	655.571176454	0.936231884
14214.415	0.750603395	NA	0.931486398	0.935478979	134.5301278062	NA	NA	NA	NA	NA	NA	0.976162653	284.5994455	487.825125666	0.946902655	16913.8254	0.704663021	NA	0.857004289	0.923449002	146.7492805724	732.4813985	NA	NA	2699.4104	NA	NA	0.976336285	1017.080844	549.205797034	0.927447552	18082.8614	0.742997397	1	0.891089147	0.918841388	151.736001708	NA	813.2814115	80.8000130000001	NA	3868.4464	1169.036	0.980264498	1097.880857	553.02512534	0.932073405
14182.5322	0.808923561	NA	0.930566374	0.935714889	134.3791681924	NA	NA	NA	NA	NA	NA	0.976086964	267.7841925	469.383780648	0.958692529	15755.417	0.822841258	NA	0.853141782	0.928844611	141.634812001	686.6290311	NA	NA	1572.8848	NA	NA	0.972439081	954.4132236	490.525798338	0.962349886	20325.285	0.362630211	1	0.842114774	0.905845601	160.8693775132	NA	734.6234635	47.9944323999999	NA	6142.7528	4569.868	0.962266261	1002.407656	839.249831436	0.747362251
12476.8024	0.869934572	NA	0.928035468	0.943229136	126.0395104878	NA	NA	NA	NA	NA	NA	0.9771148	247.0421959	424.534789656	0.977518734	17243.281	0.537238102	NA	0.888860983	0.921338359	148.1716141714	724.4211358	NA	NA	4766.4786	NA	NA	0.975629477	971.4633317	635.084453646	0.861199575	18050.9786	0.652867193	1	0.874543191	0.918431061	151.6021760348	NA	779.2273901	54.8062542999999	NA	5574.1762	807.6976	0.971602467	1026.269586	589.444452668	0.88694517
17429.264	0.701531926	NA	0.930585685	0.92102502	148.9685475448	NA	NA	NA	NA	NA	NA	0.968151834	233.4004674	558.754116984	0.910099889	26303.31	0.845243832	NA	0.939237341	0.883346462	183.0038645828	137.7319626	NA	NA	8874.046	NA	NA	0.962180903	371.13243	625.344203478	0.973642801	40560.2354	0.83217327	0	0.940309961	0.822873171	227.2507330206	NA	97.2139447	-40.5180179	NA	23130.9714	14256.9254	0.93812501	330.6144121	782.615210856	0.972976418
17790.6024	0.647639521	NA	0.920201912	0.918942364	150.5048122106	NA	NA	NA	NA	NA	NA	0.966683094	321.2431482	587.534789656	0.905109489	22806.8296	0.786278817	NA	0.932065803	0.898212125	170.4070342966	49.9246728	NA	NA	5016.2272	NA	NA	0.967428986	371.167821	603.738822102	0.958891868	34263.3824	0.81724537	0	0.933322683	0.849503902	208.867166906	NA	105.2277774	55.3031046	NA	16472.78	11456.5528	0.948036428	426.4709256	725.844873868	0.966716642
14086.8838	0.854225139	NA	0.929239265	0.936144122	133.9252684168	NA	NA	NA	NA	NA	NA	0.974461132	333.3441187	455.22512534	0.967518248	33960.4958	0.450516564	NA	0.921174023	0.847868083	207.9419299082	109.1717458	NA	NA	19873.612	NA	NA	0.946163357	442.5158645	973.277226264	0.782827046	37164.7172	0.86434786	0	0.929505596	0.837206094	217.5306589926	NA	305.1381345	195.9663887	NA	23077.8334	3204.2214	0.950594447	638.4822532	735.065547518	0.979414648
14511.9878	0.587146535	NA	0.927555363	0.933466296	135.9309999124	NA	NA	NA	NA	NA	NA	0.971903246	300.2180978	557.30781505	0.85157468	15808.555	0.563544525	NA	0.867095839	0.927590519	141.8734554762	776.7046982	NA	NA	1296.5672	NA	NA	0.977259366	1076.922796	593.727140422	0.875	17392.0674	0.626654908	1	0.868446436	0.921046089	148.809502316	NA	755.2890032	-21.4156950000001	NA	2880.0796	1583.5124	0.971025848	1055.507101	590.563108954	0.879365932
16374.9628660543	0.698127865	NA	0.910577849	0.954194115	144.392694641041	NA	NA	NA	NA	NA	NA	0.979962875	314.00869795	859.7365531356	0.906832663	17184.8292	0.697266045	NA	0.869467423	0.92240447	147.920262662	645.94526135	NA	NA	809.866333945731	NA	NA	0.970370064	959.9539593	556.516805716	0.925321888	20240.2642	0.548887497	1	0.894425205	0.908258854	160.5325660818	NA	687.10364705	41.1583857000001	NA	3865.30133394573	3055.435	0.967782564	1001.112345	680.724452994	0.866469518
9734.8816	0.688988153	NA	0.912902623	0.954697811	111.3320987604	NA	NA	NA	NA	NA	NA	0.981355237	352.2144154	421.370756232	0.89409468	10053.7096	0.684959555	NA	0.868411671	0.953453994	113.140534893	684.3514386	NA	NA	318.828000000001	NA	NA	0.981719916	1036.565854	429.472772618	0.917555771	10760.445	0.705156268	1	0.852178894	0.95016044	117.0496650824	NA	623.78068	-60.5707586	NA	1025.5634	706.7354	0.979686018	975.9950954	437.902437912	0.916289593
13619.2694	0.860370055	NA	0.92246207	0.938228303	131.6836829954	NA	NA	NA	NA	NA	NA	0.975197328	261.5133943	446.004452342	0.973044799	21807.8352	0.79691243	NA	0.930925466	0.902436028	166.633124441	73.04799	NA	NA	8188.5658	NA	NA	0.963222772	334.5613843	586.41613337	0.953088713	30479.9568	0.884801981	0	0.930481591	0.865689231	196.9981886046	NA	205.6475725	132.5995825	NA	16860.6874	8672.1216	0.950953094	467.1609668	657.94419924	0.982696591
13922.156	0.823381232	NA	0.915670103	0.936731062	133.1399247672	NA	NA	NA	NA	NA	NA	0.974774948	402.343865	460.954116984	0.961115187	14527.9292	0.69038934	NA	0.860390813	0.933945991	136.005639438	781.699272	NA	NA	605.7732	NA	NA	0.978541609	1184.043137	514.232772292	0.907401261	19804.5326	0.66267905	1	0.897788967	0.910575275	158.7951953738	NA	327.0809418	-454.6183302	NA	5882.3766	5276.6034	0.966831687	729.4248068	612.823780974	0.888226883
11036.7626	0.68203922	NA	0.920785021	0.948701928	118.542998906	NA	NA	NA	NA	NA	NA	0.978174454	210.8689172	450.94243726	0.905405405	13932.7836	0.738123421	NA	0.866323744	0.936531481	133.1907318346	838.2481558	NA	NA	2896.021	NA	NA	0.976273936	1049.117073	487.03411731	0.93442623	13969.9802	0.76282405	1	0.870347021	0.93652392	133.3684041818	NA	869.1354288	30.8872730000001	NA	2933.2176	37.1965999999993	0.977113909	1080.004346	479.723107976	0.942293907
12737.1786	0.781626005	NA	0.922707674	0.941940936	127.3478679994	NA	NA	NA	NA	NA	NA	0.976351474	292.9836353	452.524452342	0.944444444	17248.5948	0.665556895	NA	0.860253966	0.921834665	148.194443169	690.8338517	NA	NA	4511.4162	NA	NA	0.971050454	983.817487	570.67546135	0.905186838	21467.752	0.318823459	1	0.862325448	0.90040427	165.3287354904	NA	685.7459209	-5.08793079999998	NA	8730.5734	4219.1572	0.964028223	978.7295562	919.862855852	0.730692711
12492.7438	0.656674034	NA	0.921228336	0.942511313	126.1200040932	NA	NA	NA	NA	NA	NA	0.977143586	266.25108	488.943780974	0.891881639	17912.8198	0.794300915	NA	0.920388615	0.919394798	151.0208943346	97.177128	NA	NA	5420.076	NA	NA	0.967675984	363.428208	532.346470684	0.953067571	26537.1172	0.740694329	0	0.929409457	0.881875131	183.8154156332	NA	152.0769872	54.8998592	NA	14044.3734	8624.2974	0.952495813	418.3280672	670.984199892	0.949068795
13608.6418	0.678649096	NA	0.922615809	0.93773856	131.6322942462	NA	NA	NA	NA	NA	NA	0.975214815	396.9370396	501.983781952	0.914969632	22323.2738	0.717658814	NA	0.939990616	0.899947179	168.590850774	-17.4681947	NA	NA	8714.632	NA	NA	0.965086662	379.4688449	625.208485114	0.932519423	30458.7016	0.803750605	0	0.92332521	0.865348616	196.9294882774	NA	191.5236672	208.9918619	NA	16850.0598	8135.4278	0.946586401	588.4607068	690.080838814	0.959009537
12455.5472	0.46981498	NA	0.927646349	0.942229192	125.9321057128	NA	NA	NA	NA	NA	NA	0.975239086	125.6463683	577.195461676	0.794307015	14899.8952	0.686270251	NA	0.884260419	0.932138459	137.735746214	843.3457215	NA	NA	2444.348	NA	NA	0.976784284	968.9920898	522.334789004	0.905392315	16494.0352	0.641461131	1	0.881915278	0.925147648	144.916727351	NA	862.495083	19.1493614999999	NA	4038.488	1594.14	0.973060609	988.1414513	568.438150408	0.891185759
