x	y	type	ai	raw_contributions	contributions	info	info_cond	cplx	Nxy_ai	info_shifted	infOrt	trueOrt	isOrtOk	sign	partial_correlation	is_causal	proba	confidence
EqDiameter_lag0	Solidity_lag0	N	Circularity_lag0	1.000000	1.000000	58.161704	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag+1	Perimeter_lag0	N	EqDiameter_lag+1	1.000000	1.000000	19.397205	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	Solidity_lag+1	N	Correlation_lag+1	1.000000	1.000000	22.02694	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag0	Solidity_lag0	N	Circularity_lag0	1.000000	1.000000	56.88557	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
Grey1.0_lag+1	Perimeter_lag+2	N	Circularity_lag+2	1.000000	1.000000	19.116566	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	Solidity_lag+1	N	Growth1.0_lag+1	2.130762	1.000000	18.910926	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Energy_lag+1	N	Growth1.0_lag+1	1.335712	1.000000	37.962423	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Growth2.0_lag+2	Homogeneity_lag0	N	Energy_lag0	1.000000	1.000000	18.423238	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	EqDiameter_lag+2	N	EqDiameter_lag+1	1.000000	1.000000	187.981089	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Energy_lag+1	N	EqDiameter_lag+1	1.000000	1.000000	187.981089	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag0	Homogeneity_lag0	N	Energy_lag0	1.000000	1.000000	68.834493	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	Homogeneity_lag0	N	Energy_lag0	1.000000	1.000000	18.221302	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Perimeter_lag+1	N	Growth2.0_lag+2	1.672074	1.000000	20.160582	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Perimeter_lag+1	N	Circularity_lag+1	1.000000	1.000000	19.557017	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Solidity_lag+2	N	Grey2.0_lag+2	1.614443	1.000000	14.976886	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Solidity_lag+1	N	Circularity_lag+1	1.000000	1.000000	22.828622	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	Solidity_lag+1	N	Circularity_lag+1	1.000000	1.000000	22.828622	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
MeanGreyValue_lag+2	Perimeter_lag+1	N	Energy_lag+1	1.000000	1.000000	17.678827	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	Perimeter_lag+1	N	EqDiameter_lag+1,Growth2.1_lag+2	0.900301,0.099699	0.900301,1.000000	96.556351	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	ClassN2_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	13.652428	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	EqDiameter_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	13.652428	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Grey1.0_lag+1	N	MeanGreyValue_lag+1	1.000000	1.000000	24.013119	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag0	Homogeneity_lag+2	N	Energy_lag+2	1.000000	1.000000	17.410453	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag0	Homogeneity_lag+2	N	Energy_lag+2	1.000000	1.000000	17.410453	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag0	MeanGreyValue_lag+2	N	Energy_lag+1	1.193639	1.000000	22.139225	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag0	MeanGreyValue_lag+2	N	Energy_lag+1	1.193639	1.000000	22.139225	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Grey1.0_lag+1	Perimeter_lag+1	N	Solidity_lag+1	1.000000	1.000000	17.314062	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	Perimeter_lag0	N	EqDiameter_lag+1	0.906220	1.000000	32.062965	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Perimeter_lag0	N	EqDiameter_lag+1	0.906220	1.000000	32.062965	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Growth2.1_lag+2	N	Energy_lag+2	1.000000	1.000000	136.857195	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	Growth2.1_lag+2	N	Energy_lag+2	1.000000	1.000000	136.857195	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Perimeter_lag+1	Perimeter_lag0	N	EqDiameter_lag+1	1.000000	1.000000	24.672433	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
MeanGreyValue_lag+2	Solidity_lag+2	N	ClassN2_lag+2,Correlation_lag+2	0.494501,0.505499	0.494501,1.000000	43.039609	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Homogeneity_lag+2	N	Growth2.1_lag+2	0.951654	1.000000	38.138581	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	Perimeter_lag0	N	EqDiameter_lag+1	0.855969	1.000000	33.85154	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Perimeter_lag+2	Solidity_lag+1	N	Circularity_lag+2	1.000000	1.000000	16.426275	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Perimeter_lag+2	N	Homogeneity_lag+1	1.000000	1.000000	16.313525	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Grey2.0_lag+2	Solidity_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	31.703277	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
MeanGreyValue_lag+2	Perimeter_lag+2	N	Circularity_lag+2,Energy_lag+2	0.536444,0.463556	0.536444,1.000000	27.858088	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
MeanGreyValue_lag+1	Solidity_lag+1	N	Circularity_lag+1	1.000000	1.000000	33.010833	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	MeanGreyValue_lag+1	N	MeanGreyValue_lag+2	1.000000	1.000000	17.423716	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	MeanGreyValue_lag+1	N	MeanGreyValue_lag+2	1.000000	1.000000	17.423716	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	Perimeter_lag0	N	EqDiameter_lag0,Circularity_lag0	0.735451,0.264549	0.735451,1.000000	31.052738	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Perimeter_lag0	N	EqDiameter_lag0,Circularity_lag0	0.735451,0.264549	0.735451,1.000000	31.052738	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	Grey2.0_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	15.834307	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Grey2.0_lag+2	Perimeter_lag+2	N	Solidity_lag+2	1.000000	1.000000	21.022113	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	Solidity_lag+2	N	Growth2.0_lag+2	1.046822	1.000000	22.817816	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Correlation_lag+1	N	MeanGreyValue_lag+1	1.000000	1.000000	30.318476	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	MeanGreyValue_lag+1	N	Perimeter_lag+1	1.000000	1.000000	15.693302	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	Homogeneity_lag+1	N	Energy_lag+1	1.000000	1.000000	207.809299	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Homogeneity_lag+1	N	Energy_lag+1	1.000000	1.000000	207.809299	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Energy_lag+2	N	Perimeter_lag+1	1.077938	1.000000	11.690562	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	Solidity_lag+2	N	Circularity_lag+2	1.000000	1.000000	18.008143	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Solidity_lag+2	N	Circularity_lag+2	1.000000	1.000000	18.008143	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	MeanGreyValue_lag+2	N	ClassN2_lag+2,Correlation_lag+2	0.561470,0.438530	0.561470,1.000000	43.003323	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag0	Perimeter_lag+2	N	Energy_lag0	1.000000	1.000000	15.374441	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Energy_lag+1	N	Perimeter_lag+1	1.000000	1.000000	11.375977	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Solidity_lag+1	N	Circularity_lag+1	1.000000	1.000000	22.263839	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	ClassN2_lag+2	N	Perimeter_lag+1	1.000000	1.000000	11.298021	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	EqDiameter_lag+1	N	Perimeter_lag+1	1.000000	1.000000	11.298021	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Grey2.0_lag+2	N	MeanGreyValue_lag+2,Grey1.0_lag+1	0.977820,0.028209	0.977820,1.000000	184.119579	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Growth1.0_lag+1	N	Perimeter_lag+1	1.000000	1.000000	11.052048	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	MeanGreyValue_lag+2	N	EqDiameter_lag+1	0.253643	1.000000	40.679966	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	Grey2.0_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	20.200567	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	Grey2.0_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	14.733438	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Grey2.0_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	14.733438	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Circularity_lag+2	N	Growth2.1_lag+2,Growth2.0_lag+2	0.840178,0.796111	0.878655,1.000000	23.216344	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	EqDiameter_lag+2	N	Growth2.1_lag+2,Growth2.0_lag+2	0.840178,0.796111	0.878655,1.000000	23.216344	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag0	Energy_lag+1	N	EqDiameter_lag+1	1.000000	1.000000	84.093367	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	EqDiameter_lag0	N	EqDiameter_lag+1	1.000000	1.000000	84.093367	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Grey2.0_lag+2	Perimeter_lag+1	N	Circularity_lag+1	1.000000	1.000000	14.559418	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag0	Growth2.0_lag+2	N	Circularity_lag0,EqDiameter_lag0	0.772343,0.227657	0.772343,1.000000	40.544133	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	Energy_lag+1	N	MeanGreyValue_lag+2	1.000000	1.000000	19.722731	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Energy_lag+2	N	Homogeneity_lag+2,MeanGreyValue_lag+2	0.734503,0.265497	0.734503,1.000000	36.803297	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	Perimeter_lag+1	N	Energy_lag+1	1.000000	1.000000	257.386592	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Perimeter_lag+1	N	Energy_lag+1	1.000000	1.000000	257.386592	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	MeanGreyValue_lag+1	N	Perimeter_lag+1	1.000000	1.000000	14.05029	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	MeanGreyValue_lag+1	N	Perimeter_lag+1	1.000000	1.000000	14.05029	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Growth2.0_lag+2	N	Homogeneity_lag+2	1.000000	1.000000	35.403076	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Growth2.1_lag+2	Homogeneity_lag0	N	Homogeneity_lag+2	1.000000	1.000000	13.963658	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag+1	Homogeneity_lag+2	N	Energy_lag+2,ClassN2_lag+2	0.893603,0.106397	0.893603,1.000000	50.070191	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	Perimeter_lag+2	N	Energy_lag+2	1.000000	1.000000	289.269631	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Perimeter_lag+2	N	Energy_lag+2	1.000000	1.000000	289.269631	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	Homogeneity_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	24.770956	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	MeanGreyValue_lag+2	N	Energy_lag+1	1.000000	1.000000	29.383388	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+1	MeanGreyValue_lag+2	N	Energy_lag+1	1.000000	1.000000	29.383388	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Grey1.0_lag+1	N	Perimeter_lag+2	1.000000	1.000000	13.431395	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	Grey1.0_lag+1	N	Perimeter_lag+2	1.000000	1.000000	13.431395	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Solidity_lag+1	Solidity_lag+2	N	Correlation_lag+1,Circularity_lag+2	0.763582,0.236418	0.763582,1.000000	34.47705	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	Grey2.0_lag+2	N	Correlation_lag+1,ClassN2_lag+2	0.816872,0.183128	0.816872,1.000000	26.199446	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag0	Growth2.1_lag+2	N	Energy_lag+2	1.000000	1.000000	13.222113	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Homogeneity_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	9.353259	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	Growth1.0_lag+1	N	EqDiameter_lag+1	1.000000	1.000000	144.925472	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Grey2.0_lag+2	Solidity_lag+1	N	Correlation_lag+1,Solidity_lag+2	0.624194,0.375806	0.624194,1.000000	22.830767	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Solidity_lag+1	N	MeanGreyValue_lag+1	1.000000	1.000000	34.896784	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Grey2.0_lag+2	N	ClassN2_lag+2,Solidity_lag+2	0.334316,0.665684	0.334316,1.000000	37.21593	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	ClassN2_lag+2	N	MeanGreyValue_lag+1	1.000000	1.000000	32.509553	0	0	464	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	Growth2.1_lag+2	N	Homogeneity_lag+2	1.000000	1.000000	15.072733	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Grey2.1_lag+2	MeanGreyValue_lag+1	N	Grey1.0_lag+1	0.351612	1.000000	38.638391	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag0	MeanGreyValue_lag0	N	Energy_lag0	1.000000	1.000000	20.975521	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	MeanGreyValue_lag+1	N	EqDiameter_lag+2	1.000000	1.000000	12.069851	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Growth2.0_lag+2	Solidity_lag+2	N	Circularity_lag+2	1.000000	1.000000	33.73392	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+2	Grey1.0_lag+1	N	MeanGreyValue_lag+1	1.000000	1.000000	11.949771	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	EqDiameter_lag+1	N	Energy_lag+1	1.000000	1.000000	11.973508	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+1	Correlation_lag+2	N	Energy_lag+1	1.000000	1.000000	11.973508	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
ClassN2_lag+2	Solidity_lag+2	N	Circularity_lag+2	1.000000	1.000000	52.774278	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+1	MeanGreyValue_lag+2	N	Correlation_lag+1,Perimeter_lag+1	0.908612,0.091388	0.908612,1.000000	24.720738	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	EqDiameter_lag0	N	EqDiameter_lag+1,Energy_lag0	0.584008,0.077249	0.883178,1.000000	82.111985	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	EqDiameter_lag0	N	EqDiameter_lag+1,Energy_lag0	0.584008,0.077249	0.883178,1.000000	82.111985	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	Area_lag0	N	EqDiameter_lag+1,Energy_lag0	0.584008,0.077249	0.883178,1.000000	82.111985	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag0	EqDiameter_lag+2	N	EqDiameter_lag+1,Energy_lag0	0.584008,0.077249	0.883178,1.000000	82.111985	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag+2	MeanGreyValue_lag+2	N	Energy_lag+2	1.000000	1.000000	39.52911	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag+2	MeanGreyValue_lag+2	N	Energy_lag+2	1.000000	1.000000	39.52911	0	0	462	0	0	NA	NA		0	NA	-1;-1	NA
Circularity_lag+2	Correlation_lag+2	N	ClassN2_lag+2,Growth2.1_lag+2,Solidity_lag+2	0.349382,0.543581,0.041218	0.349382,0.929517,1.000000	36.441924	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag0	Solidity_lag0	N	Circularity_lag0	1.000000	1.000000	22.977925	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
EqDiameter_lag0	Growth2.1_lag+2	N	Energy_lag0	1.000000	1.000000	11.19549	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Area_lag0	Growth2.1_lag+2	N	Energy_lag0	1.000000	1.000000	11.19549	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag+2	MeanGreyValue_lag+2	N	Grey2.0_lag+2	0.074378	1.000000	24.096295	0	0	448	0	0	NA	NA		0	NA	-1;-1	NA
MeanGreyValue_lag0	Perimeter_lag0	N	Energy_lag0	1.000000	1.000000	15.065402	0	0	480	0	0	NA	NA		0	NA	-1;-1	NA
Growth2.0_lag+2	Solidity_lag0	N	Growth1.0_lag+1,Homogeneity_lag0	0.874044,0.155393	0.849050,1.000000	53.588962	0	0	428	0	0	NA	NA		0	NA	-1;-1	NA
Energy_lag+1	Growth2.1_lag+2	N	Perimeter_lag+1,Perimeter_lag+2	0.980212,0.019788	0.980212,1.000000	47.79026	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
Homogeneity_lag+1	Homogeneity_lag0	N	EqDiameter_lag0	1.000000	1.000000	21.308832	0	0	450	0	0	NA	NA		0	NA	-1;-1	NA
Correlation_lag+2	Grey2.1_lag+2	N	MeanGreyValue_lag+2	1.000000	1.000000	57.521185	0	0	439	0	0	NA	NA		0	NA	-1;-1	NA
