,spheroid ID,Experiment ID,drug concentration (uM),spheroIndex,Area (um2)_day0,Area (um2)_day1,Area (um2)_day2,Mean grey value_day0,Mean grey value_day1,Mean grey value_day2,Homogeneity_day0,Homogeneity_day1,Homogeneity_day2,Energy_day0,Energy_day1,Energy_day2,Correlation_day0,Correlation_day1,Correlation_day2,Solidity_day0,Solidity_day1,Solidity_day2,Circularity_day0,Circularity_day1,Circularity_day2,Equivalent Diameter (um)_day0,Equivalent Diameter (um)_day1,Equivalent Diameter (um)_day2,Perimeter (um)_day0,Perimeter (um)_day1,Perimeter (um)_day2,Growth1-0,Growth2-0,Growth2-1,Grey1-0,Grey2-0,Grey2-1,DCorrelation_1-0,DCorrelation_2-0,DCorrelation_2-1,viability score,2 classes,2 classes encoded,3 classes,3 classes encoded
10,"(1305_A, 15, 0.0)",1305,0.0,15,15835.124,18252.903,26165.151199999997,602.3969282,639.7850178,593.6882247,0.964257649,0.962489936,0.942464322,0.927796633,0.917470546,0.880270812,0.900092892,0.897292838,0.90379869,0.898131404,0.927125506,0.730997625,0.668191514,0.735545965,0.360044673,141.99262683,152.4477546718,182.5226155914,545.714116332,558.426470358,955.6268892759999,2417.7789999999986,10330.027199999997,7912.248199999998,37.388089599999944,-8.70870350000007,-46.09679310000001,-0.0028000539999999408,0.003705798000000038,0.006505851999999979,121.846219,alive,0,alive,0
11,"(1305_A, 16, 0.0)",1305,0.0,16,15851.0654,18709.889799999997,21632.479799999997,513.529849,556.3440572,592.9118574,0.96466866,0.961006084,0.95985051,0.927168031,0.915351341,0.902881408,0.911749016,0.914695325,0.919672954,0.84576127,0.907474227,0.941271676,0.555776785,0.676698671,0.728052863,142.064081629,154.3443279362,165.961829153,598.665125992,589.444452994,611.04983111,2858.8243999999977,5781.414399999998,2922.59,42.81420819999994,79.38200840000002,36.56780020000008,0.002946308999999925,0.00792393800000002,0.0049776290000000945,128.0390981,alive,0,alive,0
12,"(1305_A, 17, 0.0)",1305,0.0,17,16058.3036,18545.162,,623.586014,599.140074,,0.964019749,0.958398426,,0.924464847,0.916261759,,0.898809552,0.908205556,,0.907780114,0.936409981,,0.688859363,0.699511212,,142.9897449696,153.6633776366,,541.2394967299999,577.1954616759999,,2486.858400000001,,,-24.44593999999995,,,0.009396003999999958,,,129.0977099,alive,0,alive,0
13,"(1305_A, 18, 0.0)",1305,0.0,18,18130.685599999997,16472.78,15872.3206,541.4115677,814.1428148,850.0172335,0.954519928,0.962332707,0.963976888,0.91544301,0.925015793,0.92777915,0.891919404,0.898745927,0.887916048,0.76485093,0.902474527,0.925627518,0.355177056,0.672191256,0.706787205,151.93651925499998,144.82332306979998,142.1592988614,800.9208397919999,554.934789004,531.227814398,-1657.9055999999982,-2258.364999999998,-600.4593999999997,272.7312471,308.6056658,35.87441869999998,0.006826522999999973,-0.0040033560000000135,-0.010829878999999987,114.0654222,alive,0,alive,0
14,"(1305_A, 4, 0.1)",1305,0.1,4,23524.1926,22493.3154,28317.240199999997,667.2850243,690.638122,785.0523885,0.952663257,0.957413247,0.951430637,0.890248698,0.898819614,0.873160379,0.907076615,0.907256365,0.907315827,0.637253491,0.889285714,0.876192042,0.232067763,0.642630637,0.581672641,173.0662655552,169.2317306532,189.8805677844,1128.638569,663.20983111,782.1518478219999,-1030.877199999999,4793.047599999998,5823.924799999997,23.35309769999992,117.76736419999997,94.41426650000005,0.00017974999999992303,0.00023921199999998866,5.946200000006563e-05,69.55079572,alive,0,middle,2
15,"(1305_A, 5, 0.1)",1305,0.1,5,17163.574,23811.137799999997,27785.8602,658.7538758,419.4945809,662.4489162,0.963514318,0.964536569,0.94853005,0.922282113,0.87183832,0.876062817,0.904775113,0.928944236,0.912939921,0.915792458,0.936076875,0.92108508,0.706061649,0.725818799,0.69490467,147.8287561572,174.1185867418,188.09055264039998,552.6974793659999,642.067814398,708.8498307839999,6647.563799999996,10622.286199999999,3974.7224000000024,-239.25929489999993,3.695040400000039,242.95433529999997,0.02416912299999996,0.008164807999999968,-0.01600431499999999,137.5666043,alive,0,alive,0
16,"(1305_A, 6, 0.1)",1305,0.1,6,16706.587199999998,21010.765199999998,26191.7202,693.3600002,645.7058773,596.8974115,0.974294222,0.962247562,0.958082144,0.924419961,0.906095004,0.883673205,0.909390684,0.918101519,0.929920646,0.916083916,0.963920039,0.932639546,0.725122249,0.8409196,0.731349551,145.84748020359999,163.5595827816,182.6152619552,538.075462328,560.3361336959999,670.848485766,4304.178,9485.133000000002,5180.955000000002,-47.65412289999995,-96.46258869999997,-48.80846580000002,0.008710835000000028,0.020529962000000013,0.011819126999999985,89.87614242,alive,0,alive,0
17,"(1305_A, 8, 0.1)",1305,0.1,8,16339.935,19932.0638,24533.814599999998,585.3122675,600.3922018,610.6722479,0.967606591,0.965997017,0.955437944,0.925654508,0.910447709,0.890382017,0.910181449,0.927849954,0.907180173,0.90627763,0.937984496,0.940325866,0.697209468,0.771238168,0.740531178,144.23817595499997,159.3056553996,176.74111838739998,542.685798012,569.884452994,645.231850756,3592.1288000000004,8193.879599999998,4601.750799999998,15.07993429999999,25.35998040000004,10.28004610000005,0.017668505000000057,-0.003001275999999997,-0.020669781000000054,84.21256925,alive,0,alive,0
18,"(1305_A, 9, 0.1)",1305,0.1,9,15787.299799999999,24539.128399999998,23242.5612,716.7006881,647.6193342,688.0260497,0.969683971,0.957142094,0.960463867,0.927704067,0.888007046,0.895913098,0.90699613,0.91239362,0.916429082,0.867192061,0.774182733,0.909166493,0.608472247,0.362306756,0.684548076,141.778046295,176.7602576192,172.0271724054,571.0031089539999,922.5635295019999,653.1981507339999,8751.828599999999,7455.261400000001,-1296.5671999999977,-69.08135389999995,-28.674638399999935,40.40671550000002,0.005397490000000005,0.009432951999999939,0.004035461999999934,122.746039,alive,0,alive,0
19,"(1305_A, 10, 0.1)",1305,0.1,10,14405.7118,19735.4532,23258.5026,617.1505239,620.4916863,585.8096729,0.972694866,0.963304966,0.959539205,0.934131718,0.910373248,0.895760706,0.908413304,0.905822002,0.919503705,0.917738659,0.859722222,0.919344675,0.710730141,0.566306194,0.706509188,135.43235187719998,158.518009864,172.08615649819998,504.68445299399997,661.763527872,643.1864706839999,5329.741400000001,8852.7908,3523.0494,3.3411623999999165,-31.340851000000043,-34.68201339999996,-0.0025913020000000175,0.011090401000000027,0.013681703000000045,94.26938142,alive,0,alive,0
20,"(1305_A, 11, 0.1)",1305,0.1,11,14235.670199999999,18178.5098,,436.7048477,616.0699238,,0.97444308,0.968247253,,0.935080338,0.91782821,,0.914241185,0.913352912,,0.915271609,0.922848665,,0.705464773,0.718580037,,134.630673476,152.13677248119998,,503.565797686,563.827816028,,3942.839600000001,,,179.36507609999995,,,-0.0008882729999999395,,,89.92907301,alive,0,alive,0
21,"(1305_A, 16, 0.1)",1305,0.1,16,19682.315199999997,17471.7744,19161.5628,586.0368192,642.9750659,720.6519919,0.963347241,0.968570204,0.964542892,0.908234971,0.92108961,0.913571502,0.906688418,0.920757577,0.907655576,0.627052649,0.937553464,0.901274681,0.302264232,0.752066785,0.672586861,158.30445997799998,149.1501058772,156.19622114019998,904.58554491,540.31277327,598.3374770839999,-2210.540799999999,-520.7523999999976,1689.7884000000013,56.938246700000036,134.61517270000002,77.67692599999998,0.014069159000000053,0.0009671580000000235,-0.01310200100000003,81.24845619,alive,0,alive,0
22,"(1305_A, 5, 1.0)",1305,1.0,5,25713.478199999998,18800.2244,31627.737599999997,437.9650306,1003.209909,851.4422121,0.944951044,0.963149523,0.942612625,0.878837966,0.914745026,0.854793891,0.895123019,0.868354148,0.915421119,0.728874831,0.900483584,0.75284594,0.209191514,0.645753532,0.266230421,180.940369408,154.7164799192,200.67308296919998,1242.8345368799999,604.857476758,1221.8282333159998,-6913.253799999999,5914.259399999999,12827.513199999998,565.2448784000001,413.47718150000003,-151.76769690000003,-0.026768871000000027,0.020298099999999986,0.04706697100000001,30.03811003,dead,1,middle,2
23,"(1305_A, 6, 1.0)",1305,1.0,6,19692.942799999997,17859.6818,22195.742599999998,622.7191886,584.4434138,1045.865585,0.954559836,0.95574198,0.95377907,0.906187291,0.918868509,0.899496862,0.903730694,0.898553819,0.876265714,0.873438605,0.91182854,0.86677734,0.583652965,0.697647392,0.55582622,158.3471929708,150.79672783479998,168.1085875314,651.1527719659999,567.183780322,708.386468728,-1833.2609999999986,2502.7998000000007,4336.060799999999,-38.27577480000002,423.14639639999996,461.4221712,-0.00517687499999997,-0.027464979999999972,-0.022288105000000002,49.43717139,dead,1,middle,2
24,"(1305_A, 8, 1.0)",1305,1.0,8,24741.052799999998,19868.298199999997,24953.604799999997,609.202102,613.0485998,809.0405718,0.944895041,0.966301213,0.938678078,0.888140818,0.910794963,0.847951887,0.921303764,0.922111146,0.90317912,0.808193022,0.941339376,0.911667637,0.456843064,0.734760811,0.689580699,177.48601860739998,159.0506301636,178.2467851496,824.955462328,582.924453646,674.340167772,-4872.7546,212.55199999999968,5085.3066,3.8464978000000656,199.83846979999998,195.99197199999992,0.0008073819999999676,-0.018124644000000023,-0.01893202599999999,52.45421504,alive,0,middle,2
25,"(1305_A, 10, 1.0)",1305,1.0,10,17562.109,20431.560999999998,20681.309599999997,620.732851,734.0137881,1126.432202,0.966401361,0.959170898,0.968211026,0.919627656,0.906005662,0.906670053,0.904731728,0.899454835,0.873665297,0.837769328,0.773175146,0.869526363,0.51599493,0.378594713,0.609978292,149.5351853902,161.289402694,162.27218250599998,653.9891584379999,823.509159416,652.7347890039999,2869.4519999999975,3119.2005999999965,249.748599999999,113.28093710000007,505.699351,392.4184138999999,-0.005276893000000005,-0.03106643100000006,-0.025789538000000056,35.35763436,dead,1,middle,2
26,"(1305_A, 17, 1.0)",1305,1.0,17,15585.375399999999,16759.725199999997,15882.948199999999,670.7571328,677.2141656,816.6289732,0.96219715,0.962026559,0.96256449,0.927854775,0.923098724,0.928214711,0.896590684,0.905007928,0.898934675,0.822490185,0.850822768,0.955868244,0.466240844,0.523475442,0.807882449,140.86843607459997,146.0792417862,142.20688358179999,648.1244533199999,634.2934443119999,497.045796382,1174.3497999999981,297.5727999999999,-876.7769999999982,6.457032799999979,145.8718404,139.41480760000002,0.00841724399999999,0.0023439910000000452,-0.006073252999999945,78.28434313,alive,0,alive,0
27,"(1305_A, 2, 2.0)",1305,2.0,2,16674.7044,,25235.2362,785.4086731,,1030.988986,0.967663735,,0.966951027,0.924483896,,0.887095304,0.900175866,,0.884151029,0.92321271,,0.883206249,0.696706224,,0.588909547,145.7082462882,,179.24982749159997,548.414790308,,733.811175802,,8560.5318,,,245.58031290000008,,,-0.016024837000000014,,40.17431808,dead,1,middle,2
28,"(1305_A, 3, 2.0)",1305,2.0,3,15213.409399999999,27743.349799999996,,479.5674967,541.0598538,,0.973113131,0.950942431,,0.930962174,0.870942607,,0.922577574,0.899900508,,0.94613351,0.491665882,,0.778776054,0.194871672,,139.17727710539998,187.9466149362,,495.463782278,1337.549998556,,12529.940399999998,,,61.49235710000005,,,-0.022677065999999968,,,50.28406083,alive,0,middle,2
29,"(1305_A, 5, 2.0)",1305,2.0,5,18114.744199999997,19762.0222,22859.9676,472.5504893,767.3003921,1050.557668,0.959132878,0.963730153,0.963211449,0.889173669,0.911041403,0.897343261,0.910292147,0.89610042,0.877223297,0.802873293,0.935832914,0.894572676,0.483542411,0.75623802,0.602089598,151.86970946699998,158.62467699879997,170.60543584279998,686.125798338,573.048486092,690.73613337,1647.278000000002,4745.223400000003,3097.9454000000005,294.7499028,578.0071786999999,283.25727589999997,-0.014191727000000043,-0.03306885000000004,-0.018877122999999996,48.59028194,dead,1,middle,2
30,"(1305_A, 6, 2.0)",1305,2.0,6,20628.171599999998,20931.0582,20713.1924,461.5924102,841.1692744,968.3630946,0.967771116,0.963066723,0.970436944,0.905749004,0.905035967,0.907137892,0.917044959,0.891470769,0.877825685,0.823679185,0.891176471,0.928537399,0.469107972,0.557965267,0.690255081,162.0635795396,163.24904597219998,162.3972156984,743.3594947739999,686.589159742,614.078151386,302.88660000000164,85.02080000000205,-217.86579999999958,379.57686419999993,506.77068439999994,127.1938202,-0.025574190000000052,-0.039219274000000026,-0.013645083999999974,39.45975511,dead,1,middle,2
31,"(1305_A, 7, 2.0)",1305,2.0,7,14511.987799999999,23667.6652,19326.2906,589.0722612,741.1897313,1091.03695,0.9740854,0.957846039,0.968942044,0.931559339,0.891887562,0.912682593,0.906097286,0.906121239,0.875869613,0.930811179,0.796922526,0.875963391,0.730192387,0.399988023,0.645699799,135.93099991239998,173.59322356079997,156.8661768616,499.74646872799997,862.3015111599999,613.287141726,9155.6774,4814.302800000001,-4341.374599999999,152.1174701,501.9646888,349.8472187,2.3953000000020985e-05,-0.030227672999999955,-0.030251625999999976,39.90966513,dead,1,middle,2
32,"(1305_A, 8, 2.0)",1305,2.0,8,14788.3054,18210.3926,19528.215,649.4015641,775.7755117,1121.808961,0.972281187,0.967621202,0.968255521,0.932619619,0.917637558,0.911917415,0.900938143,0.899618137,0.871579288,0.895719343,0.930238871,0.910780669,0.646442736,0.690339218,0.66409226,137.2190046572,152.2701283232,157.68352983179997,536.1657986639999,575.749160394,607.8857976859999,3422.0872,4739.909600000001,1317.822400000001,126.37394760000006,472.4073969,346.0334492999999,-0.0013200059999999292,-0.029358855000000017,-0.028038849000000088,46.18194008,dead,1,middle,2
33,"(1305_A, 9, 2.0)",1305,2.0,9,15425.961399999998,25368.081199999997,23556.075399999998,601.2495955,587.723525,1002.220856,0.971699278,0.957549919,0.963638376,0.92984057,0.881459393,0.894360153,0.893963448,0.897705975,0.897267681,0.917799557,0.718543046,0.889803292,0.726346007,0.21736563,0.650328543,140.1461525284,179.72101758999997,173.18350591319998,516.6057970339999,1211.025545562,674.667814398,9942.119799999999,8130.114,-1812.005799999999,-13.52607050000006,400.97126049999997,414.49733100000003,0.0037425269999999955,0.0033042329999999343,-0.00043829400000006125,52.50714563,alive,0,middle,2
34,"(1305_A, 10, 2.0)",1305,2.0,10,15936.0862,24347.831599999998,25128.960199999998,617.1825836,697.9971975,974.0086041,0.974000911,0.961934641,0.964774543,0.927704863,0.888767654,0.886388409,0.913355722,0.916299392,0.890855155,0.908512572,0.760497925,0.800575588,0.68965075,0.339187944,0.456608244,142.4445686496,176.0699350152,178.87198172299998,538.8664693799999,949.762182528,831.611176128,8411.745399999998,9192.873999999998,781.1286,80.81461389999993,356.8260204999999,276.0114066,0.002943669999999954,-0.022500567000000027,-0.02544423699999998,43.3501535,dead,1,middle,2
35,"(1305_A, 11, 2.0)",1305,2.0,11,16148.6382,18991.5212,26053.5614,560.8103722,698.7882299,930.8474069,0.973097045,0.972077881,0.958190618,0.925798048,0.914139902,0.883024426,0.911426178,0.918091998,0.90799992,0.836959515,0.859961501,0.849887329,0.518385135,0.606835355,0.526980747,143.3913691456,155.5016263714,182.1329861942,625.671848474,627.1181504079999,788.2084860919999,2842.883,9904.9232,7062.0401999999995,137.97785770000007,370.03703470000005,232.05917699999998,0.0066658199999999335,-0.003426258000000071,-0.010092078000000004,39.22156745,dead,1,middle,2
