Experiment ID,spheroid ID,day,drug concentration (uM),spheroIndex,multiple,Area (pix2),Perimeter (pix),Solidity,Equivalent Diameter (pix),Circularity,Mean grey value,Homogeneity,Energy,Correlation,viability score
1305,"(1305_A, 5, 10.0)",0,10.0,5,False,2033.5,270.2670254,0.737042407,50.88352007,0.349838754,594.2669504,0.956341547,0.900551043,0.91241576,17.00395215
1305,"(1305_A, 6, 10.0)",0,10.0,6,False,1463.5,162.4680358,0.916405761,43.16695581,0.696733561,738.5492674,0.971219994,0.929380242,0.895518689,14.70147147
1305,"(1305_A, 7, 10.0)",0,10.0,7,False,1474.0,179.5391039,0.867313916,43.32153147,0.574631251,541.8879085,0.966092159,0.928300724,0.908555665,15.00582236
1305,"(1305_A, 12, 10.0)",0,10.0,12,False,1454.5,171.639609,0.876997287,43.03402047,0.620423953,620.0107454,0.974646645,0.929414292,0.912134455,8.971735065
1305,"(1305_A, 13, 10.0)",0,10.0,13,False,1347.0,151.8822495,0.92039631,41.41320643,0.733775857,520.1160516,0.975045731,0.934959168,0.90975902,13.86781467
1305,"(1305_A, 14, 10.0)",0,10.0,14,False,1849.0,206.0243849,0.85050598,48.52030419,0.547405962,596.8091342,0.966731273,0.911068042,0.919380139,10.49348954
1305,"(1305_A, 15, 10.0)",0,10.0,15,False,1621.0,195.3969682,0.874797625,45.43040064,0.533528025,564.2454307,0.969127293,0.921742365,0.932314628,9.686298035
1305,"(1305_A, 16, 10.0)",0,10.0,16,False,1312.5,154.8111821,0.91559121,40.87941906,0.688183922,689.2063445,0.976579267,0.936370296,0.917027773,18.19489043
1305,"(1305_A, 17, 10.0)",0,10.0,17,False,1150.5,152.1248903,0.895679253,38.2735169,0.624735134,658.3523837,0.976231094,0.943676594,0.894800721,12.27989696
1305,"(1305_A, 18, 10.0)",0,10.0,18,False,1091.0,134.9116873,0.942548596,37.27069014,0.753243629,638.6158325,0.975926228,0.946605398,0.894430286,16.80546244
1305,"(1305_A, 19, 10.0)",0,10.0,19,False,1317.0,150.2253959,0.936034115,40.9494381,0.733345995,548.201501,0.972239173,0.936253102,0.911208042,8.852641236
1305,"(1305_A, 1, 20.0)",0,20.0,1,False,1487.5,155.2964631,0.947150589,43.51946487,0.775074964,652.8623641,0.965767692,0.928330682,0.902509083,1.344436995
1305,"(1305_A, 3, 20.0)",0,20.0,3,False,2091.5,228.2670255,0.858932238,51.60407453,0.504407312,626.9766769,0.947546959,0.898723036,0.901473414,0.304350895
1305,"(1305_A, 13, 20.0)",0,20.0,13,False,2092.5,231.4385985,0.824793063,51.61640967,0.490912114,374.2134842,0.951504928,0.899072721,0.923450513,5.478316101
1305,"(1305_A, 18, 20.0)",0,20.0,18,False,1716.5,246.4091611,0.731203408,46.74949923,0.355254814,523.9385785,0.953159892,0.915159338,0.890082918,8.336567981
1305,"(1305_A, 19, 20.0)",0,20.0,19,False,1309.5,149.9827553,0.931365576,40.83267299,0.73153096,651.0129254,0.968107563,0.936451168,0.896734299,7.886657963
1305,"(1305_A, 20, 20.0)",0,20.0,20,False,1450.0,182.5685414,0.84179971,42.96739857,0.546670923,529.3273231,0.963060913,0.929336056,0.908252374,2.455979392
1305,"(1305_A, 1, 50.0)",0,50.0,1,False,1532.0,165.8822497,0.915446669,44.16563124,0.6996306,609.0186477,0.971348983,0.925903236,0.906584672,3.990966513
1305,"(1305_A, 2, 50.0)",0,50.0,2,False,1555.5,159.639609,0.939028071,44.5030798,0.76700566,583.4558451,0.968729634,0.925323299,0.924601271,3.075267299
1305,"(1305_A, 7, 50.0)",0,50.0,7,False,1519.5,167.2964635,0.916189328,43.98508256,0.682239794,642.0638128,0.967449388,0.926484362,0.901542329,1.998129786
1305,"(1305_A, 9, 50.0)",0,50.0,9,False,1756.0,193.0538223,0.8870927,47.28433822,0.592076149,615.5838977,0.971895078,0.915258863,0.92008456,3.877165743
1305,"(1305_A, 10, 50.0)",0,50.0,10,False,1665.0,194.7106766,0.867413389,46.04284789,0.551879892,598.9028778,0.966665956,0.919175776,0.906976519,3.78453721
1305,"(1305_A, 11, 50.0)",0,50.0,11,False,1394.5,170.8111821,0.924121935,42.13706854,0.600614463,553.5796185,0.973331741,0.931897669,0.905904623,3.06997424
1305,"(1305_A, 12, 50.0)",0,50.0,12,False,1812.5,246.2670256,0.766060862,48.03901201,0.375556557,632.4399786,0.968742332,0.911283827,0.912874746,3.440488373
1305,"(1305_A, 13, 50.0)",0,50.0,13,True,1226.5,156.3259007,0.900183486,39.517443,0.630689408,532.2071245,0.977046075,0.940248392,0.918925507,0.965983274
1305,"(1305_A, 13, 50.0)",0,50.0,13,True,1143.5,238.9533172,0.649162645,38.15690527,0.251663311,366.8682832,0.977387479,0.941426164,0.915473261,0.965983274
1305,"(1305_A, 14, 50.0)",0,50.0,14,True,1061.5,150.8111818,0.846153846,36.76334828,0.586492923,462.9851308,0.97847438,0.947780485,0.909659075,5.578884223
1305,"(1305_A, 14, 50.0)",0,50.0,14,True,1457.0,236.3675311,0.697296004,43.07098811,0.327713082,455.6726205,0.9706858,0.927088901,0.913113812,5.578884223
1305,"(1305_A, 15, 50.0)",0,50.0,15,True,982.5,136.811182,0.892370572,35.36888255,0.659628228,551.4352534,0.979970013,0.951744592,0.914085136,4.816683722
1305,"(1305_A, 15, 50.0)",0,50.0,15,True,1439.5,220.6101712,0.778950216,42.81154429,0.371681093,397.2846541,0.969974298,0.928346019,0.91713974,4.816683722
1305,"(1305_A, 1, 0.0)",1,0.0,1,False,2255.5,206.2670254,0.910026226,53.58910144,0.666182292,664.3717301,0.949359769,0.892205204,0.901912328,73.94403472
1305,"(1305_A, 3, 0.0)",1,0.0,3,False,2100.0,190.8528126,0.921254661,51.70882946,0.72448939,743.9345807,0.962896423,0.899932952,0.91978575,110.0426973
1305,"(1305_A, 4, 0.0)",1,0.0,4,False,2200.0,219.5391039,0.878769722,52.92567428,0.573599509,723.6345313,0.950023573,0.894444715,0.903097172,107.1844455
1305,"(1305_A, 5, 0.0)",1,0.0,5,False,1943.5,182.8111821,0.929015296,49.74475907,0.730783772,482.0425869,0.967336687,0.907216958,0.923108273,84.84773634
1305,"(1305_A, 7, 0.0)",1,0.0,7,False,2182.0,244.5096663,0.823551614,52.70871547,0.45864065,479.448646,0.944079745,0.894364635,0.909143909,81.03673383
1305,"(1305_A, 8, 0.0)",1,0.0,8,False,2213.0,216.7106766,0.859083851,53.08181527,0.592148539,755.7640293,0.951285411,0.894013449,0.915434314,89.18804474
1305,"(1305_A, 9, 0.0)",1,0.0,9,False,2327.0,233.1959583,0.884622695,54.43186953,0.537729929,589.7354799,0.943113673,0.88781865,0.91094084,92.7343943
1305,"(1305_A, 10, 0.0)",1,0.0,10,False,2541.0,303.3380933,0.736842105,56.8797124,0.347024889,694.5258006,0.945774356,0.876880031,0.91829422,87.54719644
1305,"(1305_A, 11, 0.0)",1,0.0,11,False,1881.5,185.781744,0.915794597,48.94486902,0.685027515,701.2364622,0.960865363,0.909805325,0.910450394,86.80616818
1305,"(1305_A, 12, 0.0)",1,0.0,12,False,2002.0,294.6518012,0.680836592,50.48787546,0.289771545,593.82355,0.950973564,0.900825037,0.892018395,91.83457426
1305,"(1305_A, 14, 0.0)",1,0.0,14,False,1844.5,188.3259008,0.915611814,48.46122512,0.653534346,543.4184463,0.96928807,0.911902932,0.943557529,101.7855252
1305,"(1305_A, 15, 0.0)",1,0.0,15,False,1717.5,171.2964633,0.927125506,46.76311493,0.735545965,639.7850178,0.962489936,0.917470546,0.897292838,121.846219
1305,"(1305_A, 16, 0.0)",1,0.0,16,False,1760.5,180.8111819,0.907474227,47.34488587,0.676698671,556.3440572,0.961006084,0.915351341,0.914695325,128.0390981
1305,"(1305_A, 17, 0.0)",1,0.0,17,False,1745.0,177.0538226,0.936409981,47.13600541,0.699511212,599.140074,0.958398426,0.916261759,0.908205556,129.0977099
1305,"(1305_A, 18, 0.0)",1,0.0,18,False,1550.0,170.2253954,0.902474527,44.42433223,0.672191256,814.1428148,0.962332707,0.925015793,0.898745927,114.0654222
1305,"(1305_A, 4, 0.1)",1,0.1,4,False,2116.5,203.4385985,0.889285714,51.91157382,0.642630637,690.638122,0.957413247,0.898819614,0.907256365,69.55079572
1305,"(1305_A, 5, 0.1)",1,0.1,5,False,2240.5,196.9533173,0.936076875,53.41060943,0.725818799,419.4945809,0.964536569,0.87183832,0.928944236,137.5666043
