day;drug concentration (uM);spheroIndex;Name;Index;Wells;multiple;Area (pix2);Centroid;Perimeter (pix);Solidity;Equivalent Diameter (pix);Circularity;Aspect ratio;Mean grey value;Homogeneity;Energy;Correlation;viability score
0;10;1;1_0605_0;0;605;False;2313,5;(77, 62);208,8944418;0,909215956;54,27374768;0,666232169;0,851641945;511,4723713;0,959202982;0,889770989;0,918176689;20,63157895
0;10;3;3_1205_0;0;1205;False;1757;(70, 72);200,3675311;0,870232789;47,29779995;0,549954718;0,831943569;633,0790397;0,964734506;0,915168851;0,905773416;22,00956938
0;10;4;4_1504_0;0;1504;False;1597,5;(74, 71);169,1543279;0,92048401;45,09989105;0,701591798;0,894433179;312,419174;0,966918783;0,922844236;0,917899734;13,6076555
0;10;5;5_1502_0;0;1502;False;1345,5;(66, 72);158,8111823;0,907894737;41,39014143;0,670395991;0,95870621;569,332321;0,975285275;0,934684226;0,904347666;12,84210526
0;10;6;6_1201_0;0;1201;False;1570,5;(77, 82);169,2964627;0,894616918;44,71714106;0,688576247;0,846405165;408,9646142;0,967948355;0,924161627;0,914087767;8,727272727
0;10;7;7_0901_0;0;901;False;1925,5;(75, 76);283,5807345;0,736751483;49,51386415;0,300884587;0,755648108;376,6129881;0,955669255;0,904618793;0,901033442;16,09569378
0;10;8;8_0601_0;0;601;False;1481;(67, 74);159,195958;0,934090192;43,42427623;0,734346195;0,855114952;596,3142119;0,969807185;0,92878173;0,900008507;15,40669856
0;10;9;9_0301_0;0;301;False;1480;(68, 70);165,8822496;0,902439024;43,40961329;0,675883348;0,891532472;345,248449;0,972411936;0,928452065;0,932176499;15,36842105
0;10;10;10_0204_0;0;204;False;1361;(78, 70);153,5391036;0,938944464;41,62786351;0,725487589;0,861688813;520,7438845;0,971605384;0,934027931;0,904383547;14
0;10;12;12_0210_0;0;210;False;1258,5;(74, 77);149,1543279;0,911956522;40,02963861;0,710871929;0,845186291;413,9768907;0,974814095;0,938723627;0,915769301;9,004784689
0;10;13;13_0213_0;0;213;False;1092,5;(70, 77);143,639609;0,890383048;37,2963028;0,66540013;0,932302831;430,0819094;0,981978938;0,946625561;0,924223448;9,751196172
0;10;15;15_0219_0;0;219;False;1175;(74, 77);146,2253954;0,896604349;38,67888914;0,690561118;0,940046581;452,8022052;0,977047957;0,942690649;0,910877425;14,1722488
0;10;16;16_0221_0;0;221;False;976;(71, 71);163,7401143;0,808281573;35,2516921;0,457456184;0,618515856;455,9788261;0,979117873;0,951021929;0,904428108;10,06698565
0;10;17;17_0324_0;0;324;False;785,5;(76, 76);115,1543279;0,926843658;31,62482668;0,744381419;0,969095005;283,7141422;0,980821629;0,961056335;0,900789999;7,645933014
0;10;18;18_0624_0;0;624;False;528,5;(73, 78);89,01219249;0,964416058;25,94045295;0,838215831;0,881618724;437,8228303;0,987852413;0,973307362;0,88115623;8,401913876
0;20;1;1_0605_0;0;605;False;1975;(77, 74);178,3675308;0,954336796;50,14626707;0,780091172;0,951102573;514,0943576;0,960613431;0,905969406;0,903729917;11,67464115
