day;drug concentration (uM);spheroIndex;Name;Index;Wells;multiple;Area (pix2);Centroid;Perimeter (pix);Solidity;Equivalent Diameter (pix);Circularity;Aspect ratio;Mean grey value;Homogeneity;Energy;Correlation;viability score
0;0;3;3_0905_0;0;905;False;1718,5;(73, 76);168,8111819;0,940098468;46,77672667;0,75780415;0,973806297;452,4626991;0,964388058;0,917504004;0,928949375;110,0426973
0;0;4;4_1205_0;0;1205;False;1778,5;(82, 70);194,4680361;0,880227666;47,58630612;0,590972507;0,82761454;692,8479307;0,961578645;0,914105642;0,896839337;107,1844455
0;0;5;5_1504_0;0;1504;False;2285;(65, 68);252,0243852;0,820908928;53,93841265;0,452075468;0,663746623;603,9399816;0,948965014;0,889627545;0,91352857;84,84773634
0;0;7;7_1101_0;0;1101;False;1362,5;(70, 69);146,8111819;0,952464173;41,65079687;0,794379641;0,914499147;541,4609817;0,970696931;0,934296868;0,912357235;81,03673383
0;0;8;8_0801_0;0;801;False;1354,5;(80, 72);171,1543278;0,88097561;41,52833928;0,581049462;0,961335926;651,2154842;0,971015094;0,933683273;0,91827159;89,18804474
0;0;9;9_0501_0;0;501;False;1443,5;(81, 81);171,6396091;0,868531889;42,87098416;0,61573185;0,896798265;633,6550097;0,964143031;0,929749442;0,903491381;92,7343943
0;0;10;10_0202_0;0;202;False;1623,5;(67, 81);180,4680363;0,869344043;45,46541984;0,626414168;0,894893526;453,7275369;0,963156272;0,921412372;0,913272053;87,54719644
0;0;11;11_0205_0;0;205;False;1656,5;(67, 72);175,6396091;0,901006255;45,92517072;0,674770955;0,91898829;661,23595;0,96215212;0,920041871;0,901512575;86,80616818
0;0;12;12_0208_0;0;208;False;1454;(80, 78);198,3675307;0,794969929;43,02662313;0,464336791;0,690434904;511,4660866;0,966881369;0,928296951;0,907170097;91,83457426
0;0;14;14_0214_0;0;214;False;2012,5;(68, 73);286,0660154;0,745646536;50,62010059;0,30903895;0,430189931;465,8537131;0,946074569;0,901241986;0,905293425;101,7855252
0;0;15;15_0217_0;0;217;False;1490;(67, 69);167,3969682;0,898131404;43,5560205;0,668191514;0,947114193;602,3969282;0,964257649;0,927796633;0,900092892;121,846219
0;0;16;16_0220_0;0;220;False;1491,5;(70, 74);183,6396092;0,84576127;43,57793915;0,555776785;0,921428845;513,529849;0,96466866;0,927168031;0,911749016;128,0390981
0;0;17;17_0223_0;0;223;False;1511;(65, 82);166,0243855;0,907780114;43,86188496;0,688859363;0,947881788;623,586014;0,964019749;0,924464847;0,898809552;129,0977099
0;0;18;18_0524_0;0;524;False;1706;(77, 75);245,6812392;0,76485093;46,60629425;0,355177056;0,800377145;541,4115677;0,954519928;0,91544301;0,891919404;114,0654222
0;0,1;4;4_1205_0;0;1205;False;2213,5;(64, 77);346,20815;0,637253491;53,08781152;0,232067763;0,513964773;667,2850243;0,952663257;0,890248698;0,907076615;69,55079572
0;0,1;5;5_1504_0;0;1504;False;1615;(69, 75);169,5391041;0,915792458;45,34624422;0,706061649;0,932269218;658,7538758;0,963514318;0,922282113;0,904775113;137,5666043
0;0,1;6;6_1401_0;0;1401;False;1572;(80, 75);165,0538228;0,916083916;44,73849086;0,725122249;0,909162961;693,3600002;0,974294222;0,924419961;0,909390684;89,87614242
0;0,1;8;8_0801_0;0;801;False;1537,5;(73, 77);166,4680362;0,90627763;44,24483925;0,697209468;0,948980239;585,3122675;0,967606591;0,925654508;0,910181449;84,21256925
0;0,1;9;9_0501_0;0;501;False;1485,5;(72, 75);175,1543279;0,867192061;43,49019825;0,608472247;0,920623601;716,7006881;0,969683971;0,927704067;0,90699613;122,746039
0;0,1;10;10_0202_0;0;202;False;1355,5;(63, 69);154,8111819;0,917738659;41,54366622;0,710730141;0,836182735;617,1505239;0,972694866;0,934131718;0,908413304;94,26938142
0;0,1;11;11_0205_0;0;205;False;1339,5;(76, 72);154,4680361;0,915271609;41,2977526;0,705464773;0,925691926;436,7048477;0,97444308;0,935080338;0,914241185;89,92907301
0;0,1;16;16_0220_0;0;220;False;1852;(92, 75);277,4802285;0,627052649;48,5596503;0,302264232;0,529911788;586,0368192;0,963347241;0,908234971;0,906688418;81,24845619
0;1;5;5_1503_0;0;1503;False;2419,5;(69, 74);381,237588;0,728874831;55,5031808;0,209191514;0,634917866;437,9650306;0,944951044;0,878837966;0,895123019;30,03811003
0;1;6;6_1301_0;0;1301;False;1853;(78, 80);199,7401141;0,873438605;48,57275858;0,583652965;0,883453453;622,7191886;0,954559836;0,906187291;0,903730694;49,43717139
0;1;8;8_0701_0;0;701;False;2328;(77, 74);253,0538228;0,808193022;54,44356399;0,456843064;0,64163398;609,202102;0,944895041;0,888140818;0,921303764;52,45421504
0;1;10;10_0202_0;0;202;False;1652,5;(80, 71);200,6101713;0,837769328;45,86968877;0,51599493;0,874032707;620,732851;0,966401361;0,919627656;0,904731728;35,35763436
0;1;17;17_0223_0;0;223;False;1466,5;(70, 71);198,811182;0,822490185;43,21117671;0,466240844;0,890738812;670,7571328;0,96219715;0,927854775;0,896590684;78,28434313
0;2;2;2_0505_0;0;505;False;1569;(71, 80);168,2253958;0,92321271;44,69578107;0,696706224;0,840547331;785,4086731;0,967663735;0,924483896;0,900175866;40,17431808
0;2;3;3_0805_0;0;805;False;1431,5;(73, 84);151,9827553;0,94613351;42,69241629;0,778776054;0,973397706;479,5674967;0,973113131;0,930962174;0,922577574;50,28406083
0;2;5;5_1405_0;0;1405;False;1704,5;(70, 71);210,4680363;0,802873293;46,58580045;0,483542411;0,835614599;472,5504893;0,959132878;0,889173669;0,910292147;48,59028194
0;2;6;6_1401_0;0;1401;False;1941;(70, 59);228,0243849;0,823679185;49,71275446;0,469107972;0,576461366;461,5924102;0,967771116;0,905749004;0,917044959;39,45975511
0;2;7;7_1201_0;0;1201;False;1365,5;(74, 70);153,2964628;0,930811179;41,69662574;0,730192387;0,905983397;589,0722612;0,9740854;0,931559339;0,906097286;39,90966513
0;2;8;8_0801_0;0;801;False;1391,5;(76, 72);164,4680364;0,895719343;42,09171922;0,646442736;0,829307427;649,4015641;0,972281187;0,932619619;0,900938143;46,18194008
0;2;9;9_0501_0;0;501;False;1451,5;(65, 77);158,4680359;0,917799557;42,98961734;0,726346007;0,942369444;601,2495955;0,971699278;0,92984057;0,893963448;52,50714563
0;2;10;10_0202_0;0;202;False;1499,5;(69, 75);165,296463;0,908512572;43,69465296;0,68965075;0,906408492;617,1825836;0,974000911;0,927704863;0,913355722;43,3501535
0;2;11;11_0205_0;0;205;False;1519,5;(72, 71);191,9238799;0,836959515;43,98508256;0,518385135;0,846867559;560,8103722;0,973097045;0,925798048;0,911426178;39,22156745
0;2;12;12_0208_0;0;208;False;1543;(80, 71);165,0538229;0,924505692;44,32390571;0,711745311;0,889825406;541,9038388;0,969439606;0,92548924;0,913724979;43,40308409
0;2;13;13_0211_0;0;211;False;1298;(69, 70);146,5685415;0,946409041;40,6529818;0,759281859;0,934574751;620,7589053;0,975974269;0,937361896;0,919098692;41,86809697
0;2;16;16_0220_0;0;220;False;1133;(74, 74);174,2253957;0,777091907;37,98131651;0,469047532;0,735673798;627,8504821;0,974912013;0,943622651;0,90124185;52,03077032
0;2;18;18_0524_0;0;524;False;1110,5;(74, 79);163,6396091;0,849330784;37,602294;0,521136582;0,805178613;584,9985518;0,974341315;0,944811307;0,899087444;45,17625887
0;2;19;19_0824_0;0;824;False;1103;(88, 80);145,3969685;0,90372798;37,47510131;0,655653937;0,852460427;660,4877639;0,976522397;0,94584868;0,889037837;38,9569145
0;5;2;2_0505_0;0;505;False;1697,5;(69, 77);172,9533175;0,917319643;46,49004331;0,713118746;0,922008997;488,5381155;0,958671262;0,918321118;0,91068869;35,93987085
0;5;4;4_1205_0;0;1205;False;2205,5;(74, 76);291,2375882;0,738119143;52,99179008;0,326754874;0,554790365;396,8002409;0,944854526;0,891423074;0,906164643;29,0853594
0;5;11;11_0206_0;0;206;False;1366;(75, 75);160,5685413;0,919246299;41,70425899;0,665793636;0,894225329;526,5936613;0,968415081;0,933602245;0,915058808;18,31398426
0;5;12;12_0208_0;0;208;False;1281,5;(76, 74);160,8111819;0,905014124;40,39376779;0,622724549;0,915470097;544,1193641;0,970533603;0,937353075;0,900665848;19,88866932
0;5;13;13_0211_0;0;211;False;1782,5;(71, 71);184,1248906;0,912932138;47,63978892;0,660715354;0,640264519;495,4903111;0,964463901;0,914133983;0,921597822;18,9359187
0;5;14;14_0214_0;0;214;False;1212;(65, 69);153,8822494;0,880813953;39,28315578;0,643184296;0,913950535;540,2651593;0,978292112;0,940621602;0,917137587;26,99460108
0;5;15;15_0218_0;0;218;False;1409,5;(76, 75);199,4385985;0,788972852;42,36308698;0,445303919;0,807177208;590,3841938;0,970690491;0,930513589;0,900522923;32,28766012
0;5;17;17_0223_0;0;223;False;1389,5;(68, 77);206,9533172;0,762623491;42,06145917;0,407683966;0,657556101;505,8700233;0,959644182;0,920893178;0,888435761;30,88499947
0;5;18;18_0624_0;0;624;False;935;(71, 73);131,254833;0,921182266;34,50331831;0,682010196;0,804317424;626,9179621;0,978235089;0,953818404;0,898706822;21,86033382
0;10;2;2_0505_0;0;505;False;1564;(67, 79);167,0538223;0,911421911;44,62450726;0,704261227;0,881587741;777,4707957;0,96907183;0,924710057;0,894678277;11,59179929
0;10;3;3_0905_0;0;905;False;1650;(67, 77);177,5391036;0,90884054;45,83497844;0,657818014;0,825362968;608,6067315;0,968599985;0,920318016;0,92137459;10,83753837
0;10;4;4_1205_0;0;1205;False;1789;(61, 77);196,2253956;0,856390618;47,72657064;0,583861419;0,910135745;650,7986399;0,962110655;0,913473827;0,916390831;12,39899079
0;10;5;5_1504_0;0;1504;False;2033,5;(66, 70);270,2670254;0,737042407;50,88352007;0,349838754;0,774127642;594,2669504;0,956341547;0,900551043;0,91241576;17,00395215
0;10;6;6_1401_0;0;1401;False;1463,5;(78, 76);162,4680358;0,916405761;43,16695581;0,696733561;0,906940832;738,5492674;0,971219994;0,929380242;0,895518689;14,70147147
0;10;7;7_1101_0;0;1101;False;1474;(72, 73);179,5391039;0,867313916;43,32153147;0,574631251;0,945484598;541,8879085;0,966092159;0,928300724;0,908555665;15,00582236
0;10;12;12_0208_0;0;208;False;1454,5;(71, 75);171,639609;0,876997287;43,03402047;0,620423953;0,947817361;620,0107454;0,974646645;0,929414292;0,912134455;8,971735065
0;10;13;13_0211_0;0;211;False;1347;(76, 80);151,8822495;0,92039631;41,41320643;0,733775857;0,911616819;520,1160516;0,975045731;0,934959168;0,90975902;13,86781467
0;10;14;14_0214_0;0;214;False;1849;(86, 72);206,0243849;0,85050598;48,52030419;0,547405962;0,576344488;596,8091342;0,966731273;0,911068042;0,919380139;10,49348954
0;10;15;15_0217_0;0;217;False;1621;(75, 74);195,3969682;0,874797625;45,43040064;0,533528025;0,517345885;564,2454307;0,969127293;0,921742365;0,932314628;9,686298035
0;10;16;16_0220_0;0;220;False;1312,5;(69, 74);154,8111821;0,91559121;40,87941906;0,688183922;0,88606778;689,2063445;0,976579267;0,936370296;0,917027773;18,19489043
0;10;17;17_0223_0;0;223;False;1150,5;(78, 77);152,1248903;0,895679253;38,2735169;0,624735134;0,885311222;658,3523837;0,976231094;0,943676594;0,894800721;12,27989696
0;10;18;18_0524_0;0;524;False;1091;(72, 70);134,9116873;0,942548596;37,27069014;0,753243629;0,86205124;638,6158325;0,975926228;0,946605398;0,894430286;16,80546244
0;10;19;19_0824_0;0;824;False;1317;(76, 72);150,2253959;0,936034115;40,9494381;0,733345995;0,933789499;548,201501;0,972239173;0,936253102;0,911208042;8,852641236
0;20;1;1_0405_0;0;405;False;1487,5;(69, 74);155,2964631;0,947150589;43,51946487;0,775074964;0,921950368;652,8623641;0,965767692;0,928330682;0,902509083;1,344436995
0;20;3;3_0705_0;0;705;False;2091,5;(64, 66);228,2670255;0,858932238;51,60407453;0,504407312;0,510671781;626,9766769;0,947546959;0,898723036;0,901473414;0,304350895
0;20;13;13_0210_0;0;210;False;2092,5;(90, 72);231,4385985;0,824793063;51,61640967;0,490912114;0,552379521;374,2134842;0,951504928;0,899072721;0,923450513;5,478316101
0;20;18;18_0524_0;0;524;False;1716,5;(69, 77);246,4091611;0,731203408;46,74949923;0,355254814;0,630439396;523,9385785;0,953159892;0,915159338;0,890082918;8,336567981
0;20;19;19_0824_0;0;824;False;1309,5;(66, 72);149,9827553;0,931365576;40,83267299;0,73153096;0,883547639;651,0129254;0,968107563;0,936451168;0,896734299;7,886657963
0;20;20;20_1024_0;0;1024;False;1450;(80, 79);182,5685414;0,84179971;42,96739857;0,546670923;0,777577073;529,3273231;0,963060913;0,929336056;0,908252374;2,455979392
0;50;1;1_0505_0;0;505;False;1532;(64, 80);165,8822497;0,915446669;44,16563124;0,6996306;0,802152921;609,0186477;0,971348983;0,925903236;0,906584672;3,990966513
0;50;2;2_0805_0;0;805;False;1555,5;(73, 81);159,639609;0,939028071;44,5030798;0,76700566;0,899664542;583,4558451;0,968729634;0,925323299;0,924601271;3,075267299
0;50;7;7_0901_0;0;901;False;1519,5;(70, 71);167,2964635;0,916189328;43,98508256;0,682239794;0,913146802;642,0638128;0,967449388;0,926484362;0,901542329;1,998129786
0;50;9;9_0301_0;0;301;False;1756;(82, 73);193,0538223;0,8870927;47,28433822;0,592076149;0,94992203;615,5838977;0,971895078;0,915258863;0,92008456;3,877165743
0;50;10;10_0204_0;0;204;False;1665;(72, 72);194,7106766;0,867413389;46,04284789;0,551879892;0,958634138;598,9028778;0,966665956;0,919175776;0,906976519;3,78453721
0;50;11;11_0207_0;0;207;False;1394,5;(77, 73);170,8111821;0,924121935;42,13706854;0,600614463;0,887450772;553,5796185;0,973331741;0,931897669;0,905904623;3,06997424
0;50;12;12_0210_0;1;210;False;1812,5;(73, 74);246,2670256;0,766060862;48,03901201;0,375556557;0,874946551;632,4399786;0,968742332;0,911283827;0,912874746;3,440488373
0;50;13;13_0213_0;0;213;True;1226,5;(79, 72);156,3259007;0,900183486;39,517443;0,630689408;0,875814148;532,2071245;0,977046075;0,940248392;0,918925507;0,965983274
0;50;13;13_0213_1;0;213;True;1143,5;(81, 74);238,9533172;0,649162645;38,15690527;0,251663311;0,469827465;366,8682832;0,977387479;0,941426164;0,915473261;0,965983274
0;50;14;14_0216_0;0;216;True;1061,5;(66, 78);150,8111818;0,846153846;36,76334828;0,586492923;0,85118787;462,9851308;0,97847438;0,947780485;0,909659075;5,578884223
0;50;14;14_0216_1;0;216;True;1457;(76, 75);236,3675311;0,697296004;43,07098811;0,327713082;0,699346367;455,6726205;0,9706858;0,927088901;0,913113812;5,578884223
0;50;15;15_0219_0;0;219;True;982,5;(75, 78);136,811182;0,892370572;35,36888255;0,659628228;0,825156475;551,4352534;0,979970013;0,951744592;0,914085136;4,816683722
0;50;15;15_0219_1;0;219;True;1439,5;(82, 77);220,6101712;0,778950216;42,81154429;0,371681093;0,61135444;397,2846541;0,969974298;0,928346019;0,91713974;4,816683722
1;0;1;1_0405_0;0;405;False;2255,5;(57, 76);206,2670254;0,910026226;53,58910144;0,666182292;0,835929788;664,3717301;0,949359769;0,892205204;0,901912328;73,94403472
